method,p_value,statistic,effect_size,mutual_info,impact,n,f1_type,f2_type,outcome_type,feature_1,feature_2,outcome,significant,bonferroni,rank,cumulative_pct
anova,1.0,0.0,0.0,0.1726,-0.0,3000,cat,num,cat,IsManager,DeptGenderRatio,PayZone_encoded,False,False,1307,100.00000000000028
anova,1.0,0.0,0.0,0.0003,-0.0,3000,num,cat,cat,TenureYears,SeniorityLevel,PayZone_encoded,False,False,1308,100.00000000000028
anova,1.0,0.0,0.0,0.1726,-0.0,3000,cat,num,cat,IsManager,DeptGenderRatio,SeniorityLevel,False,False,1309,100.00000000000028
anova,1.0,0.0,0.0,0.0003,-0.0,3000,num,cat,cat,TenureYears,SeniorityLevel,PerfScore,False,False,1310,100.00000000000028
anova,1.0,0.0,0.0,0.1633,-0.0,3000,cat,num,cat,IsManager,DeptDiversityScore,PerfScore,False,False,1311,100.00000000000028
anova,1.0,0.0,0.0,0.1633,-0.0,3000,cat,num,cat,IsManager,DeptDiversityScore,PayZone_encoded,False,False,1312,100.00000000000028
chi2,0.0,1295.5192,0.0,0.5515,0.0,3000,num,cat,cat,TenureYears,ExitQuarter,is_terminated,True,True,1313,100.00000000000028
anova,1.0,0.0,0.0,0.5515,-0.0,3000,num,cat,cat,TenureYears,ExitQuarter,PerfScore,False,False,1314,100.00000000000028
anova,1.0,0.0,0.0,0.0133,-0.0,3000,cat,num,cat,Generation,ExitYear,SeniorityLevel,False,False,1315,100.00000000000028
chi2,1.0,0.0,0.0,0.0125,-0.0,3000,cat,cat,cat,IsLongTenure,SeniorityLevel,PerfScore,False,False,1316,100.00000000000028
chi2,1.0,0.0,0.0,0.0016,-0.0,3000,cat,cat,cat,IsLongTenure,JobFamily,SeniorityLevel,False,False,1317,100.00000000000028
chi2,1.0,0.0,0.0,0.0016,-0.0,3000,cat,cat,cat,IsLongTenure,JobFamily,is_minority_dept,False,False,1318,100.00000000000028
chi2,1.0,0.0,0.0,0.0016,-0.0,3000,cat,cat,cat,IsLongTenure,JobFamily,PayZone_encoded,False,False,1319,100.00000000000028
chi2,1.0,0.0,0.0,0.0016,-0.0,3000,cat,cat,cat,IsLongTenure,JobFamily,PerfScore,False,False,1320,100.00000000000028
chi2,1.0,0.0,0.0,0.0016,-0.0,3000,cat,cat,cat,IsLongTenure,JobFamily,is_terminated,False,False,1321,100.00000000000028
chi2,1.0,0.0,0.0,0.097,-0.0,3000,cat,cat,cat,Region,IsIC,SeniorityLevel,False,False,1322,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,IsLongTenure,TenureVsAvg,SeniorityLevel,False,False,1323,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,IsLongTenure,TenureVsAvg,is_minority_dept,False,False,1324,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,IsLongTenure,TenureVsAvg,PayZone_encoded,False,False,1325,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,IsLongTenure,TenureVsAvg,PerfScore,False,False,1326,100.00000000000028
chi2,1.0,0.0,0.0,0.0001,-0.0,3000,cat,cat,cat,IsManager,OrgLevel,SeniorityLevel,False,False,1327,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,DivisionGroup,PerfScore,False,False,1328,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,DepartmentType,SeniorityLevel,False,False,1329,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,DivisionGroup,PayZone_encoded,False,False,1330,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,DepartmentType,PayZone_encoded,False,False,1331,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,DepartmentType,PerfScore,False,False,1332,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,RaceDesc,SeniorityLevel,False,False,1333,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,JobFamily,PerfScore,False,False,1334,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,JobFamily,SeniorityLevel,False,False,1335,100.00000000000028
chi2,1.0,0.0,0.0,0.0062,-0.0,3000,cat,cat,cat,IsExecutive,PerfScore,SeniorityLevel,False,False,1336,100.00000000000028
anova,1.0,0.0,0.0,0.1633,-0.0,3000,cat,num,cat,IsManager,DeptDiversityScore,SeniorityLevel,False,False,1337,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,IsExecutive,PerfScore,False,False,1338,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Generation,SeniorityLevel,False,False,1339,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,cat,cat,cat,IsExecutive,GenderCode,SeniorityLevel,False,False,1340,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Generation,PayZone_encoded,False,False,1341,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Generation,PerfScore,False,False,1342,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Region,SeniorityLevel,False,False,1343,100.00000000000028
chi2,1.0,0.0,0.0,0.0159,-0.0,3000,cat,cat,cat,IsExecutive,RaceDesc,SeniorityLevel,False,False,1344,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Region,PayZone_encoded,False,False,1345,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,Region,PerfScore,False,False,1346,100.00000000000028
chi2,1.0,0.0,0.0,0.0158,-0.0,3000,cat,cat,cat,IsExecutive,DepartmentType,SeniorityLevel,False,False,1347,100.00000000000028
chi2,0.0,1122.6094,0.0,0.36,0.0,3000,cat,cat,cat,IsManager,IsIC,is_terminated,True,True,1348,100.00000000000028
chi2,0.0,531.7392,0.0,0.36,0.0,3000,cat,cat,cat,IsManager,IsIC,PerfScore,True,True,1349,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureYears,DivisionGroup,SeniorityLevel,False,False,1350,100.00000000000028
chi2,1.0,0.0,0.0,0.36,-0.0,3000,cat,cat,cat,IsManager,IsIC,SeniorityLevel,False,False,1351,100.00000000000028
chi2,1.0,0.0,0.0,0.0015,-0.0,3000,cat,cat,cat,IsLongTenure,SpanOfControl,PerfScore,False,False,1352,100.00000000000028
anova,1.0,0.0,0.0,0.1957,-0.0,3000,cat,num,cat,SeniorityLevel,DeptGenderRatio,PayZone_encoded,False,False,1353,100.00000000000028
chi2,1.0,0.0,0.0,0.0015,-0.0,3000,cat,cat,cat,IsLongTenure,SpanOfControl,SeniorityLevel,False,False,1354,100.00000000000028
anova,1.0,0.0,0.0,0.0152,-0.0,3000,num,cat,cat,Age,IsIC,PayZone_encoded,False,False,1355,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,DepartmentType,PerfScore,False,False,1356,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,DepartmentType,PayZone_encoded,False,False,1357,100.00000000000028
anova,1.0,0.0,0.0,0.0014,-0.0,3000,num,cat,cat,Age,SpanOfControl,PayZone_encoded,False,False,1358,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,DepartmentType,SeniorityLevel,False,False,1359,100.00000000000028
anova,1.0,0.0,0.0,0.0014,-0.0,3000,num,cat,cat,Age,SpanOfControl,PerfScore,False,False,1360,100.00000000000028
anova,1.0,0.0,0.0,0.0092,-0.0,3000,cat,num,cat,StartQuarter,ExitYear,PerfScore,False,False,1361,100.00000000000028
anova,1.0,0.0,0.0,0.0092,-0.0,3000,cat,num,cat,StartQuarter,ExitYear,PayZone_encoded,False,False,1362,100.00000000000028
anova,1.0,0.0,0.0,0.0092,-0.0,3000,cat,num,cat,StartQuarter,ExitYear,SeniorityLevel,False,False,1363,100.00000000000028
anova,1.0,0.0,0.0,0.0014,-0.0,3000,num,cat,cat,Age,SpanOfControl,SeniorityLevel,False,False,1364,100.00000000000028
anova,1.0,0.0,0.0,0.0152,-0.0,3000,num,cat,cat,Age,IsIC,SeniorityLevel,False,False,1365,100.00000000000028
anova,1.0,0.0,0.0,0.0152,-0.0,3000,num,cat,cat,Age,IsIC,PerfScore,False,False,1366,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,DeptGenderRatio,PerfScore,False,False,1367,100.00000000000028
anova,1.0,0.0,0.0,0.0294,-0.0,3000,num,cat,cat,Age,IsManager,SeniorityLevel,False,False,1368,100.00000000000028
anova,1.0,0.0,0.0,0.0294,-0.0,3000,num,cat,cat,Age,IsManager,PayZone_encoded,False,False,1369,100.00000000000028
anova,1.0,0.0,0.0,0.0294,-0.0,3000,num,cat,cat,Age,IsManager,PerfScore,False,False,1370,100.00000000000028
chi2,1.0,0.0,0.0,0.0069,-0.0,3000,cat,cat,cat,StartQuarter,PerfScore,PerfScore,False,False,1371,100.00000000000028
anova,1.0,0.0,0.0,0.0064,-0.0,3000,num,cat,cat,Age,IsExecutive,SeniorityLevel,False,False,1372,100.00000000000028
chi2,0.9883784197521461,278.1785,0.0,0.0064,0.0,3000,num,cat,cat,Age,IsExecutive,is_minority_dept,False,False,1373,100.00000000000028
anova,1.0,0.0,0.0,0.0064,-0.0,3000,num,cat,cat,Age,IsExecutive,PayZone_encoded,False,False,1374,100.00000000000028
anova,1.0,0.0,0.0,0.0064,-0.0,3000,num,cat,cat,Age,IsExecutive,PerfScore,False,False,1375,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,GenderCode,SeniorityLevel,False,False,1376,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,GenderCode,PayZone_encoded,False,False,1377,100.00000000000028
chi2,1.0,228.9397,0.0,0.0014,-0.0,3000,num,cat,cat,Age,SpanOfControl,is_minority_dept,False,False,1378,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,RaceDesc,SeniorityLevel,False,False,1379,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,RaceDesc,PayZone_encoded,False,False,1380,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,RaceDesc,PerfScore,False,False,1381,100.00000000000028
logistic,1.0,0.0,0.0,0.0,-0.0,3000,num,num,cat,TenureDays,DeptDiversityScore,is_terminated,False,False,1382,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,DeptDiversityScore,PerfScore,False,False,1383,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,StartYear,PayZone_encoded,False,False,1384,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,DeptDiversityScore,PayZone_encoded,False,False,1385,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,DeptDiversityScore,SeniorityLevel,False,False,1386,100.00000000000028
chi2,1.0,0.0,0.0,0.0074,-0.0,3000,cat,cat,cat,IsIC,StartQuarter,SeniorityLevel,False,False,1387,100.00000000000028
logistic,1.0,0.0,0.0,0.0,-0.0,3000,num,num,cat,TenureDays,DeptDiversityScore,is_minority_dept,False,False,1388,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsManager,PerfScore,False,False,1389,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsExecutive,SeniorityLevel,False,False,1390,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsExecutive,PayZone_encoded,False,False,1391,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsExecutive,PerfScore,False,False,1392,100.00000000000028
logistic,1.0,0.0,0.0,4.268,-0.0,3000,num,num,cat,TenureDays,TenureYears,is_minority_dept,False,False,1393,100.00000000000028
anova,1.0,0.0,0.0,0.1842,-0.0,3000,cat,num,cat,IsIC,DeptDiversityScore,PerfScore,False,False,1394,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,StartYear,PerfScore,False,False,1395,100.00000000000028
pearson,0.0,0.9999,0.9999,4.2697,0.0,3000,num,num,cat,TenureDays,TenureVsAvg,PayZone_encoded,True,True,1396,100.00000000000028
logistic,1.0,0.0,0.0,4.2697,-0.0,3000,num,num,cat,TenureDays,TenureVsAvg,is_minority_dept,False,False,1397,100.00000000000028
anova,1.0,0.0,0.0,0.1842,-0.0,3000,cat,num,cat,IsIC,DeptDiversityScore,PayZone_encoded,False,False,1398,100.00000000000028
pearson,0.0,-0.843,0.7107,0.5598,0.0,3000,num,num,cat,TenureDays,ExitYear,PayZone_encoded,True,True,1399,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,DeptGenderRatio,ExitQuarter,PerfScore,False,False,1400,100.00000000000028
anova,1.0,0.0,0.0,0.0034,-0.0,3000,cat,num,cat,OrgLevel,ExitYear,PerfScore,False,False,1401,100.00000000000028
chi2,1.0,129.4175,0.0,0.0014,-0.0,3000,num,cat,cat,Age,SpanOfControl,is_terminated,False,False,1402,100.00000000000028
chi2,0.0,4000.0,0.0,1.6064,0.0,3000,cat,cat,cat,IntersectionalID,RaceDesc,PayZone_encoded,True,True,1403,100.00000000000028
logistic,1.0,0.0,0.0,0.155,-0.0,3000,num,num,cat,StartYear,ExitYear,is_minority_dept,False,False,1404,100.00000000000028
chi2,0.0,4000.0,0.0,1.6064,0.0,3000,cat,cat,cat,IntersectionalID,RaceDesc,SeniorityLevel,True,True,1405,100.00000000000028
chi2,0.0,6000.0,0.0,1.2184,0.0,3000,num,cat,cat,Age,Generation,is_minority_dept,True,True,1406,100.00000000000028
chi2,1.0,0.0,0.0,0.0311,-0.0,3000,cat,cat,cat,PerfScore,DepartmentType,PerfScore,False,False,1407,100.00000000000028
anova,1.0,0.0,0.0,0.0145,-0.0,3000,num,cat,cat,Age,SeniorityLevel,PayZone_encoded,False,False,1408,100.00000000000028
anova,1.0,0.0,0.0,0.0145,-0.0,3000,num,cat,cat,Age,SeniorityLevel,PerfScore,False,False,1409,100.00000000000028
anova,1.0,0.0,0.0,0.0374,-0.0,3000,num,cat,cat,Age,JobFamily,SeniorityLevel,False,False,1410,100.00000000000028
anova,1.0,0.0,0.0,0.0374,-0.0,3000,num,cat,cat,Age,JobFamily,PayZone_encoded,False,False,1411,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,cat,cat,cat,PerfScore,GenderCode,PerfScore,False,False,1412,100.00000000000028
anova,1.0,0.0,0.0,0.0374,-0.0,3000,num,cat,cat,Age,JobFamily,PerfScore,False,False,1413,100.00000000000028
logistic,1.0,0.0,0.0,0.0129,-0.0,3000,num,num,cat,Age,TenureVsAvg,is_minority_dept,False,False,1414,100.00000000000028
chi2,1.0,0.0,0.0,0.0088,-0.0,3000,cat,cat,cat,PerfScore,RaceDesc,PerfScore,False,False,1415,100.00000000000028
logistic,1.0,0.0,0.0,0.0129,-0.0,3000,num,num,cat,Age,TenureVsAvg,is_terminated,False,False,1416,100.00000000000028
anova,1.0,0.0,0.0,0.0031,-0.0,3000,num,cat,cat,Age,IsLongTenure,SeniorityLevel,False,False,1417,100.00000000000028
chi2,1.0,0.0,0.0,0.0031,-0.0,3000,num,cat,cat,Age,IsLongTenure,is_minority_dept,False,False,1418,100.00000000000028
anova,1.0,0.0,0.0,0.0031,-0.0,3000,num,cat,cat,Age,IsLongTenure,PayZone_encoded,False,False,1419,100.00000000000028
anova,1.0,0.0,0.0,1.2184,-0.0,3000,num,cat,cat,Age,Generation,PerfScore,False,False,1420,100.00000000000028
anova,1.0,0.0,0.0,0.0031,-0.0,3000,num,cat,cat,Age,IsLongTenure,PerfScore,False,False,1421,100.00000000000028
chi2,1.0,0.0,0.0,0.0031,-0.0,3000,num,cat,cat,Age,IsLongTenure,is_terminated,False,False,1422,100.00000000000028
anova,1.0,0.0,0.0,1.2691,-0.0,3000,num,cat,cat,Age,CareerStage,SeniorityLevel,False,False,1423,100.00000000000028
chi2,0.0,6000.0,0.0,1.2691,0.0,3000,num,cat,cat,Age,CareerStage,is_minority_dept,True,True,1424,100.00000000000028
anova,1.0,0.0,0.0,1.2691,-0.0,3000,num,cat,cat,Age,CareerStage,PayZone_encoded,False,False,1425,100.00000000000028
anova,1.0,0.0,0.0,1.2691,-0.0,3000,num,cat,cat,Age,CareerStage,PerfScore,False,False,1426,100.00000000000028
chi2,0.0,6000.0,0.0,1.2691,0.0,3000,num,cat,cat,Age,CareerStage,is_terminated,True,True,1427,100.00000000000028
anova,1.0,0.0,0.0,1.2184,-0.0,3000,num,cat,cat,Age,Generation,PayZone_encoded,False,False,1428,100.00000000000028
anova,1.0,0.0,0.0,1.2184,-0.0,3000,num,cat,cat,Age,Generation,SeniorityLevel,False,False,1429,100.00000000000028
chi2,0.0,7306.5,0.0,1.0386,0.0,3000,cat,cat,cat,IntersectionalID,DepartmentType,is_terminated,True,True,1430,100.00000000000028
chi2,1.0,45.5506,0.0,0.0005,-0.0,3000,num,cat,cat,Age,OrgLevel,is_terminated,False,False,1431,100.00000000000028
chi2,0.0,3522.75,0.0,1.0386,0.0,3000,cat,cat,cat,IntersectionalID,DepartmentType,PerfScore,True,True,1432,100.00000000000028
chi2,0.0,5000.0,0.0,1.0386,0.0,3000,cat,cat,cat,IntersectionalID,DepartmentType,PayZone_encoded,True,True,1433,100.00000000000028
chi2,0.0,7500.0,0.0,1.0386,0.0,3000,cat,cat,cat,IntersectionalID,DepartmentType,is_minority_dept,True,True,1434,100.00000000000028
chi2,0.0,4737.3333,0.0,1.0386,0.0,3000,cat,cat,cat,IntersectionalID,DepartmentType,SeniorityLevel,True,True,1435,100.00000000000028
anova,1.0,0.0,0.0,0.0962,-0.0,3000,num,cat,cat,StartYear,StartQuarter,PerfScore,False,False,1436,100.00000000000028
anova,1.0,0.0,0.0,0.0962,-0.0,3000,num,cat,cat,StartYear,StartQuarter,PayZone_encoded,False,False,1437,100.00000000000028
logistic,1.0,0.0,0.0,0.0284,-0.0,3000,num,num,cat,Age,DeptGenderRatio,is_minority_dept,False,False,1438,100.00000000000028
anova,1.0,0.0,0.0,0.0962,-0.0,3000,num,cat,cat,StartYear,StartQuarter,SeniorityLevel,False,False,1439,100.00000000000028
logistic,1.0,0.0,0.0,0.155,-0.0,3000,num,num,cat,StartYear,ExitYear,is_terminated,False,False,1440,100.00000000000028
logistic,1.0,0.0,0.0,0.0284,-0.0,3000,num,num,cat,Age,DeptGenderRatio,is_terminated,False,False,1441,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,StartYear,GenderCode,PerfScore,False,False,1442,100.00000000000028
anova,1.0,0.0,0.0,0.0005,-0.0,3000,num,cat,cat,Age,OrgLevel,SeniorityLevel,False,False,1443,100.00000000000028
anova,1.0,0.0,0.0,0.0044,-0.0,3000,num,cat,cat,StartYear,ExitQuarter,PerfScore,False,False,1444,100.00000000000028
anova,1.0,0.0,0.0,0.0044,-0.0,3000,num,cat,cat,StartYear,ExitQuarter,PayZone_encoded,False,False,1445,100.00000000000028
chi2,0.9999859931083492,156.8447,0.0,0.0005,0.0,3000,num,cat,cat,Age,OrgLevel,is_minority_dept,False,False,1446,100.00000000000028
anova,1.0,0.0,0.0,0.0044,-0.0,3000,num,cat,cat,StartYear,ExitQuarter,SeniorityLevel,False,False,1447,100.00000000000028
anova,1.0,0.0,0.0,0.0005,-0.0,3000,num,cat,cat,Age,OrgLevel,PayZone_encoded,False,False,1448,100.00000000000028
anova,1.0,0.0,0.0,0.0112,-0.0,3000,num,cat,cat,StartYear,PerfScore,PerfScore,False,False,1449,100.00000000000028
anova,1.0,0.0,0.0,0.0112,-0.0,3000,num,cat,cat,StartYear,PerfScore,PayZone_encoded,False,False,1450,100.00000000000028
anova,1.0,0.0,0.0,0.0005,-0.0,3000,num,cat,cat,Age,OrgLevel,PerfScore,False,False,1451,100.00000000000028
anova,1.0,0.0,0.0,0.0112,-0.0,3000,num,cat,cat,StartYear,PerfScore,SeniorityLevel,False,False,1452,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,SpanOfControl,DeptGenderRatio,PayZone_encoded,False,False,1453,100.00000000000028
pearson,0.0,0.9999,0.9999,4.2697,0.0,3000,num,num,cat,TenureDays,TenureVsAvg,PerfScore,True,True,1454,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,cat,cat,cat,IsLongTenure,GenderCode,PerfScore,False,False,1455,100.00000000000028
chi2,1.0,0.0,0.0,0.0115,-0.0,3000,cat,cat,cat,IsIC,GenderCode,SeniorityLevel,False,False,1456,100.00000000000028
anova,1.0,0.0,0.0,0.0001,-0.0,3000,num,cat,cat,TenureDays,OrgLevel,SeniorityLevel,False,False,1457,100.00000000000028
chi2,1.0,0.0,0.0,0.0166,-0.0,3000,cat,cat,cat,IsIC,PerfScore,PerfScore,False,False,1458,100.00000000000028
logistic,1.0,0.0,0.0,0.0,-0.0,3000,num,num,cat,TenureDays,DeptGenderRatio,is_minority_dept,False,False,1459,100.00000000000028
anova,1.0,0.0,0.0,0.0001,-0.0,3000,num,cat,cat,TenureDays,OrgLevel,PayZone_encoded,False,False,1460,100.00000000000028
chi2,1.0,0.0,0.0,0.0166,-0.0,3000,cat,cat,cat,IsIC,PerfScore,SeniorityLevel,False,False,1461,100.00000000000028
anova,1.0,0.0,0.0,0.0001,-0.0,3000,num,cat,cat,TenureDays,OrgLevel,PerfScore,False,False,1462,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,SpanOfControl,SeniorityLevel,False,False,1463,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,SpanOfControl,PayZone_encoded,False,False,1464,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,SpanOfControl,PerfScore,False,False,1465,100.00000000000028
anova,1.0,0.0,0.0,0.0179,-0.0,3000,cat,num,cat,IsIC,ExitYear,SeniorityLevel,False,False,1466,100.00000000000028
anova,1.0,0.0,0.0,0.0008,-0.0,3000,num,cat,cat,TenureDays,GenderCode,PayZone_encoded,False,False,1467,100.00000000000028
chi2,0.9907978694282369,0.0062,0.0,0.0012,0.0,3000,cat,cat,cat,SpanOfControl,OrgLevel,SeniorityLevel,False,False,1468,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,StartYear,SeniorityLevel,False,False,1469,100.00000000000028
anova,1.0,0.0,0.0,0.0006,-0.0,3000,num,cat,cat,TenureDays,CareerStage,PerfScore,False,False,1470,100.00000000000028
anova,1.0,0.0,0.0,0.0008,-0.0,3000,num,cat,cat,TenureDays,GenderCode,PerfScore,False,False,1471,100.00000000000028
anova,1.0,0.0,0.0,0.0003,-0.0,3000,num,cat,cat,TenureDays,IsIC,SeniorityLevel,False,False,1472,100.00000000000028
anova,1.0,0.0,0.0,0.0003,-0.0,3000,num,cat,cat,TenureDays,IsIC,PayZone_encoded,False,False,1473,100.00000000000028
anova,1.0,0.0,0.0,0.2024,-0.0,3000,cat,num,cat,IsIC,DeptGenderRatio,PayZone_encoded,False,False,1474,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,StartYear,PayZone_encoded,False,False,1475,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,StartYear,PerfScore,False,False,1476,100.00000000000028
anova,1.0,0.0,0.0,0.0003,-0.0,3000,num,cat,cat,TenureDays,IsIC,PerfScore,False,False,1477,100.00000000000028
chi2,1.0,0.0,0.0,0.0068,-0.0,3000,cat,cat,cat,IsIC,RaceDesc,SeniorityLevel,False,False,1478,100.00000000000028
chi2,1.0,0.0,0.0,0.0117,-0.0,3000,cat,cat,cat,IsIC,ExitQuarter,SeniorityLevel,False,False,1479,100.00000000000028
logistic,1.0,0.0,0.0,0.0,-0.0,3000,num,num,cat,TenureDays,DeptGenderRatio,is_terminated,False,False,1480,100.00000000000028
pearson,0.0,0.9999,0.9999,4.268,0.0,3000,num,num,cat,TenureDays,TenureYears,SeniorityLevel,True,True,1481,100.00000000000028
anova,1.0,0.0,0.0,0.0123,-0.0,3000,num,cat,cat,TenureDays,PerfScore,PerfScore,False,False,1482,100.00000000000028
anova,1.0,0.0,0.0,0.2024,-0.0,3000,cat,num,cat,IsIC,DeptGenderRatio,PerfScore,False,False,1483,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,DeptDiversityScore,PayZone_encoded,False,False,1484,100.00000000000028
anova,1.0,0.0,0.0,0.553,-0.0,3000,num,cat,cat,TenureDays,ExitQuarter,SeniorityLevel,False,False,1485,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsLongTenure,PerfScore,False,False,1486,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsLongTenure,is_terminated,False,False,1487,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsLongTenure,PayZone_encoded,False,False,1488,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,DeptDiversityScore,PerfScore,False,False,1489,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,cat,num,cat,OrgLevel,DeptDiversityScore,SeniorityLevel,False,False,1490,100.00000000000028
chi2,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsLongTenure,is_minority_dept,False,False,1491,100.00000000000028
pearson,0.0,-0.843,0.7107,0.5598,0.0,3000,num,num,cat,TenureDays,ExitYear,SeniorityLevel,True,True,1492,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsManager,PayZone_encoded,False,False,1493,100.00000000000028
chi2,0.9892804361800371,0.0108,0.0,0.0012,0.0,3000,cat,cat,cat,SpanOfControl,OrgLevel,is_terminated,False,False,1494,100.00000000000028
chi2,1.0,0.0,0.0,0.0031,-0.0,3000,cat,cat,cat,IsIC,OrgLevel,SeniorityLevel,False,False,1495,100.00000000000028
chi2,1.0,0.0,0.0,0.2011,-0.0,3000,cat,cat,cat,IsIC,DepartmentType,SeniorityLevel,False,False,1496,100.00000000000028
anova,1.0,0.0,0.0,0.0179,-0.0,3000,cat,num,cat,IsIC,ExitYear,PayZone_encoded,False,False,1497,100.00000000000028
anova,1.0,0.0,0.0,0.553,-0.0,3000,num,cat,cat,TenureDays,ExitQuarter,PayZone_encoded,False,False,1498,100.00000000000028
anova,1.0,0.0,0.0,0.553,-0.0,3000,num,cat,cat,TenureDays,ExitQuarter,PerfScore,False,False,1499,100.00000000000028
anova,1.0,0.0,0.0,0.0,-0.0,3000,num,cat,cat,TenureDays,IsManager,SeniorityLevel,False,False,1500,100.00000000000028
